username,category,engagement_rate,alignment_genZ
brand080,food,0.042,1
themomunleashed,food,0.014,1
pureveganfood,food,0.029,1
holkazmoravy,food,0.019,0
falafeels_,food,0.014,0
rhyna_aryanicova,food,0.024,1
vitasumarte_g,food,0.081,0
a.bouquet.of.flowers,food,0.022,0
attagirlsays,food,0.047,0
ameriaus,food,0.013,0
vanityher,food,0.018,1
sparklinglala,food,0.049,1
wilmalinda,food,0.018,1
thedevouringlion,food,0.036,0
hetgroenebroertje,food,0.062,0
stvoryzkuchyne,food,0.056,1
mrsvitale,food,0.066,0
zengrrl,food,0.052,0
hd_sw15,food,0.054,1
maonamassa2,food,0.144,1
sassytownhouseliving,food,0.011,0
tiptoefairy,food,0.067,1
debster_sw,food,0.017,0
theslimmingteacher,food,0.014,0
cheflorena,food,0.046,0
hough_family_homestead,food,0.012,0
veganhollyg,food,0.071,0
alexaschirm,food,0.053,0
its_me_bonbon_read,food,0.068,0
nuttynutrition,food,0.058,1
wheelsandeats,food,0.069,0
mrphilosopherking,food,0.064,0
coralgableslove,food,0.06,0
jessicalynnstrom,food,0.025,0
chefanienass,food,0.05,1
_changxxuu,food,0.027,0
cookingwithruthie,food,0.053,0
sperlichjewelry,food,0.059,1
roccodispirito,food,0.037,0
thehappygardeninglife,food,0.022,0
jess.holdthespace,food,0.065,0
wendycrayk,food,0.125,0
memojewellers,food,0.017,1
momfiles,food,0.013,0
veggiesandvirtue,food,0.022,0
jessa_sparkle,food,0.037,1
gennarocontaldo,food,0.055,0
modernmoments,food,0.061,0
chefsymon,food,0.061,1
steconte,food,0.034,0
golondonfood,food,0.058,0
rebeccafitness_eats,food,0.066,0
darararara93,food,0.07,0
crazylittleprojects,food,0.027,1
madincrafts,food,0.024,0
tsteffes,food,0.139,0
fork_knife,food,0.066,1
madeleine_shaw_,food,0.014,0
danielmccarter,food,0.048,0
antonio.bianco.666,food,0.063,1
thrivefit,food,0.03,0
montreall,food,0.023,1
edibleeastend,food,0.056,0
alinuti,food,0.018,0
wwsmartcookies,food,0.068,0
cantstop.wontstop.reading,food,0.042,0
itslivb,food,0.01,1
sonnesommerstrand,food,0.034,1
dasmundwerk,food,0.066,1
bryanvoltaggio,food,0.033,0
simplybeingmommy,food,0.064,0
iamroxane_,food,0.043,0
c_a_r_m_e_n_,food,0.047,1
ilsalottinodellemeringhe,food,0.015,0
eilxrrr,food,0.047,0
gartengarten,food,0.057,1
thedailyjenny,food,0.049,0
sarahbuchananwrites,food,0.11,1
omgsomuchcaffeine,food,0.036,1
stevenfingar,food,0.119,0
unipopcases,food,0.11,1
vanessarenee_blog,food,0.014,1
lammaigal,food,0.028,0
fane_mizbani,food,0.06,0
christinascucina,food,0.027,0
themaedaychronicles,food,0.018,0
chefsarahjayne,food,0.034,0
nourishedwithnina,food,0.05,0
honestlyalessandra,food,0.049,1
nelly_oooo,food,0.011,1
healinggraciesgut,food,0.086,1
sofiebuus,food,0.041,0
verdeorigen,food,0.076,0
lunamae.08,food,0.055,0
kitchencounterchronicles,food,0.055,1
stayclosetohome,food,0.014,0
thehappiestplanet,food,0.07,1
irishhealthhour,food,0.07,0
kidsactivitiesblog,food,0.066,0
holleygrainger,food,0.051,0
meem_events,food,0.034,0
kimjeanny,food,0.052,1
handywithscissors,food,0.044,0
natpatsuz_sw_mummy,food,0.047,1
teresa_,food,0.055,0
4x4fitgirl,food,0.018,0
ingridhoffmannofficial,food,0.032,1
happyfamilyblog,food,0.034,1
amberallurecupcakes,food,0.04,1
woolooca,food,0.045,0
knackeredmother,food,0.063,0
hlebilale,food,0.03,1
busycreatingmemories,food,0.021,1
conoscounposto,food,0.014,1
claudia.jeann,food,0.041,0
thefitcookie,food,0.033,1
rawkuwait,food,0.044,1
thetaylorhouse,food,0.058,0
whitneyerd,food,0.045,1
jesslecc_,food,0.059,1
juliemeasure,food,0.054,0
virginiawillis,food,0.018,0
dajanaerd,food,0.069,1
handbhcom,food,0.044,1
christinangoo,food,0.02,1
lbdujour,food,0.066,1
ashb4211,food,0.021,0
sarahgrahamfood,food,0.039,1
thetypical_mom,food,0.062,0
milolii.love,food,0.063,1
alekswatches,food,0.065,1
dirty_knees_farm,food,0.057,1
stevie_smudge,food,0.016,0
_denisejoyce,food,0.026,0
leavesandbutterflies,food,0.048,0
quoc_phan,food,0.063,1
thebrewbrotha,food,0.015,1
cassandralrosen,food,0.039,1
kasey_allthingsmamma,food,0.035,1
629yk,food,0.035,1
ameliellvr,food,0.02,1
quadsonfire_,food,0.022,0
blog_juliannie,food,0.041,1
2kidsandacoupon,food,0.106,1
adoseofkitty,food,0.04,0
roughmeasures,food,0.015,0
tessii1,food,0.046,0
lovely_ssaman,food,0.032,0
katiestewartwellness,food,0.015,0
trimwithtan,food,0.045,0
macherstudio,food,0.046,1
satin.rose,food,0.061,0
theugk,food,0.049,0
the_foodiediaries,food,0.05,0
delifonsecadockside,food,0.013,1
rosaalyn,food,0.04,1
blackbelt_protein,food,0.056,0
renmeisje,food,0.036,0
kate.ovens,food,0.067,0
elliesf,food,0.097,1
bad_birdy,food,0.025,0
lifestylebywendy,food,0.023,0
caligirlkayla,food,0.043,1
polkad0tsbeauty,food,0.053,1
jennafifi,food,0.141,0
fitgirlcode,food,0.034,1
ajjasjay,food,0.042,1
laesk.dk,food,0.026,0
lucylu_sw,food,0.028,0
nasce_un_genitore,food,0.058,0
diorizellaec,food,0.041,0
thirstynest,food,0.069,1
abubblylife,food,0.056,1
disneyfamily,food,0.026,1
sabineonthego,food,0.036,0
harlowandco,food,0.012,0
gallymadness,food,0.013,0
missmandii,food,0.051,0
susannamoen,food,0.013,1
elsas_wholesomelife,food,0.011,1
veggie_lisa,food,0.035,0
_michellecrawford,food,0.05,1
mommity,food,0.042,1
leilalindholm,food,0.022,0
moshegrunfeldphoto,food,0.031,0
howtocookthat,food,0.04,0
wondermomwannabe,food,0.028,0
aidamollenkamp,food,0.051,1
twentysomethingsa,food,0.037,1
spokaneeats,food,0.131,0
mediainmelbourne,food,0.038,1
thegoodheartedwoman,food,0.028,0
emilikumpuniemi,food,0.026,0
ratschebutsch,food,0.112,1
thetattooedhusband,food,0.031,0
morewithless,food,0.068,0
savory_moments,food,0.036,1
theshirleyjourney,food,0.034,0
mmillyjane,food,0.042,1
theeuphoricblonde,food,0.054,0
running.for.food,food,0.039,1
share_your_dental_case,food,0.04,0
apieceofcoral,food,0.068,1
simplholistic,food,0.021,1
the_clipper_dumbarton,food,0.016,1
thriftyjinxy,food,0.04,0
ifuckinglovewatches,food,0.06,1
satisfieddubai,food,0.027,1
the_veganrainbow_blog,food,0.047,0
ajenniferyourthoughts,food,0.012,1
pineapplepapercompany,food,0.067,1
immaeatthat,food,0.051,0
ourpotluckfamily,food,0.036,0
havingfunsaving,food,0.037,0
angeliesood,food,0.012,0
lifeofmarketa,food,0.026,1
mrsmajorhoff,food,0.055,0
parisa_archive,food,0.067,0
yuuriinu,food,0.062,1
beauty_yous,food,0.096,1
rollinggrill,food,0.066,0
lara.gr,food,0.037,1
sejacerveja,food,0.047,1
lifeiskimazing,food,0.034,0
parniafshar,food,0.055,1
smashedpeasandcarrots,food,0.011,0
haveeyeon,food,0.012,1
torontonicity,food,0.058,0
gingermarieblog,food,0.049,1
designerprerollcones,food,0.112,1
nikibezzant,food,0.019,0
glamorable,food,0.015,1
vincideborah,food,0.016,1
mihaela_betsy,food,0.064,0
jadeee_sw,food,0.045,0
aliceliveing,food,0.067,0
dukeexploratorium,food,0.02,1
jugglingactmama,food,0.028,1
presleyspantry,food,0.064,1
janelberchielli,food,0.057,0
lauramaryluu,food,0.06,0
thebeautyandthegeekau,food,0.061,1
chefadrianm,food,0.061,0
skodulka,food,0.017,1
sdamiani,food,0.017,1
yeswecook,food,0.067,0
yhlmag,food,0.023,1
marcopicci,food,0.05,1
zahrafarhad,food,0.014,1
jessicaspirord,food,0.012,0
modhippiehabits,food,0.065,0
citylivingboston,food,0.07,1
theslimmingrunner,food,0.052,0
aromibistrot,food,0.035,0
anaapollinario,food,0.029,0
kathrynmccrary,food,0.03,1
bernulia,food,0.048,1
londonpaleogirl,food,0.015,0
designsofanykind,food,0.057,1
flavourfoodflow,food,0.069,0
thecrafttrain,food,0.068,1
pachasoap,food,0.066,1
_agneslifestyle,food,0.037,1
_tasteofstyle_,food,0.067,1
kikalite,food,0.037,0
cake_art_lookbook,food,0.036,0
albertocapuanoreal,food,0.028,0
thehurriedhostess,food,0.047,0
somethingsotruesd,food,0.041,0
joseph.lucido,food,0.03,0
sweet_celiine,food,0.035,1
pekopekolife,food,0.06,0
itsmeladyg,food,0.061,1
leerachel,food,0.047,0
sarahkirbyblog,food,0.069,0
itsahero,food,0.017,1
elizadarlings,food,0.019,1
thesensiblemom,food,0.037,0
fotodonto17,food,0.042,0
stefaniasugarfree,food,0.038,0
5minutesformom,food,0.03,0
styleisland,food,0.059,0
chefmschwartz,food,0.011,1
mangelka,food,0.044,0
hyuk9011,food,0.11,1
thehowtohome,food,0.028,1
officialbrieee,food,0.045,1
alissarumseyrd,food,0.015,1
createcraftlove,food,0.066,0
vanessaaalfaro,food,0.018,1
danastargazertruitt,food,0.027,1
onenailtorulethemall,food,0.054,1
meire_croches,food,0.015,1
andieswanderings,food,0.121,0
bullocksbuzz,food,0.025,1
matea_halilovic,food,0.014,1
emilycat_xx,food,0.037,0
____rie.dvl____,food,0.064,0
glitterinclexi,food,0.022,0
stellette_reads,food,0.042,1
mariel_la_sophie,food,0.05,0
onmyway_bymarie,food,0.037,0
brew.babe,food,0.097,1
liagriffith,food,0.032,0
manabyselin,food,0.095,1
good_luck2016,food,0.024,1
un_architetto_in_cucina,food,0.044,1
prettymyparty,food,0.06,0
frogprincepaperie,food,0.02,1
theeveryhostess,food,0.069,1
viranlly,food,0.06,1
zjrosenberg,food,0.04,1
dusdhr4860,food,0.063,0
eatmovemake,food,0.021,1
thefancynavajo,food,0.055,0
universofemminiledisarah,food,0.04,1
charlieonsneakers,food,0.011,0
gemelizabethloves,food,0.024,1
les_ottomans,food,0.037,1
endolpin79,food,0.026,0
thechiappas,food,0.067,0
diaverphoto,food,0.041,0
booksbeansandbooze,food,0.061,0
tinabeana12,food,0.07,0
twogirlsonecbus,food,0.053,0
peacefulprincess420,food,0.069,1
woodburncorner,food,0.015,0
uncommondesigns,food,0.02,1
lottyburns,food,0.057,1
happilysneha,food,0.048,0
kimiaskravings,food,0.049,0
craftylittlegnome,food,0.042,1
veronicageraci,food,0.015,1
msnycole,food,0.01,0
designimprovised,food,0.023,0
fitmamarealfood,food,0.061,0
dungareesdonuts,food,0.04,0
nowfoodsofficial,food,0.023,1
myboysclub,food,0.045,0
craftbbq,food,0.055,0
lauriebostwick,food,0.051,1
eatfarm2fork,food,0.073,1
karolanerondeau,food,0.053,0
thehomespunhydrangea,food,0.041,1
othersummers,food,0.021,0
clau.elle,food,0.055,0
peachytravels,food,0.036,1
_harrietemily,food,0.055,0
lindseyleeandtheboys,food,0.053,0
thedeadlift,food,0.011,1
savjimenez,food,0.031,0
rim_rd_143,food,0.025,1
_honestlythough,food,0.088,1
tvorit_a_lubit,food,0.024,0
craig_ffs,food,0.019,0
funzinehungary,food,0.011,0
anavictoria_mgl,food,0.06,0
carissa_burton,food,0.015,1
munckiiin,food,0.047,1
showmespringfieldmo,food,0.03,0
sylviapondphoto,food,0.069,0
citybeautifulgirl,food,0.014,0
kwuiseon,food,0.062,0
yoga.bug,food,0.037,0
bienestar.co,food,0.063,1
jos_pictures,food,0.037,1
madridseduce,food,0.035,1
lilandlife,food,0.068,0
soyrebeo,food,0.026,0
thepreppyhispanic,food,0.016,0
rdamber,food,0.045,1
mini._.jeong,food,0.069,1
julia.degiorgi,food,0.065,0
savingyoudinero,food,0.06,0
katiejfit,food,0.01,0
fuzzyduckarmscote,food,0.052,1
rachels_shoppe,food,0.046,0
ibjors,food,0.03,1
nealsantos,food,0.025,0
denissity,food,0.147,1
phoenixmomblog,food,0.063,0
whiteplatecom,food,0.025,1
nutriishoficial,food,0.047,0
chefdamianocarrara,food,0.039,1
nastyushkagalaxy,food,0.04,1
helloivyandeve,food,0.064,1
tasteofthebear,food,0.05,0
thehealthybies,food,0.029,0
2_be__fit,food,0.02,1
everythingdawn,food,0.024,0
ctfitnesshub,food,0.042,1
jandova_andrea,food,0.063,0
cocinaparatodos,food,0.052,0
cuordicarciofo,food,0.02,1
ashappyaskings,food,0.012,0
cherrycosmeholic,food,0.043,1
savvygardening,food,0.045,1
theworkinfitmamacita,food,0.06,1
hercanberra,food,0.026,1
vee.donohue,food,0.023,1
reesies_pieces,food,0.037,0
elenamchef5,food,0.016,0
whatleahloves,food,0.016,0
elisa.von.morgen,food,0.019,1
colorscollective,food,0.013,0
trishayearwood,food,0.062,0
lifesewsavory,food,0.045,0
missminaoh,food,0.048,1
claracaption,food,0.012,0
tanyaabbey_chicago,food,0.061,1
net_in_town,food,0.05,1
kelseynixon,food,0.049,1
atuttotondoved,food,0.065,0
justinecla_,food,0.058,1
byulduri,food,0.049,0
coffeewithus3,food,0.013,1
fitnessnora,food,0.028,1
mchefvalter,food,0.061,1
thyckhang,food,0.045,0
gloriett,food,0.042,0
chloechoiii,food,0.025,0
naskokvkuchyni,food,0.043,1
thesocialny,food,0.053,0
beko,food,0.062,0
valentina_luchetta,food,0.091,1
oplaceswego,food,0.051,0
stylish.cravings,food,0.02,1
mackidspringfield,food,0.045,1
sofiekatelijne,food,0.038,0
wavy_walia,food,0.026,1
alfred,food,0.03,1
marissavicario,food,0.065,1
itsthatgirlsteph,food,0.042,0
thomasinamiers,food,0.04,0
prettygreentea,food,0.059,1
shanleycox,food,0.024,1
iamzeng_,food,0.064,0
hannahbeury,food,0.024,1
mattdeanpettit,food,0.044,1
heartbm2,food,0.061,0
hauptstadtpuppi,food,0.056,1
jeffmauro,food,0.018,0
chefbenedetti,food,0.132,1
sammyboycebal,food,0.051,1
rainybayblog,food,0.04,1
yourecofriend,food,0.02,0
simplyzero_,food,0.066,1
lladymum,food,0.055,1
lavinaisranicom,food,0.027,0
chocobon_uae,food,0.083,1
elainasydney,food,0.027,0
slimmingworldmummy_elsie,food,0.053,0
rlachaine,food,0.018,0
bigdaddykreativ,food,0.037,0
marylublog,food,0.045,1
gingercasa,food,0.061,0
westbridgfordonline,food,0.046,0
vanessabaadnutri,food,0.047,1
paulfuentes_design,food,0.037,0
poweredbymom,food,0.034,1
mint_drink,food,0.048,0
vicky_mcfly,food,0.06,0
federica_dileo,food,0.066,1
brisbaneweekender,food,0.039,1
oliviabrusca,food,0.013,1
cocktailsbyc,food,0.038,0
elle_loha,food,0.033,1
mellyns_beauty,food,0.045,0
minahjjang,food,0.051,0
michellemayrink,food,0.09,0
_yang928,food,0.043,1
she_sows_seeds,food,0.035,0
candicebrown,food,0.057,1
two.brits,food,0.098,0
theimproper,food,0.041,0
aloha.melissa,food,0.06,0
phzuniquediva,food,0.019,0
asideofsweet,food,0.031,0
minimalist_coffee_girl,food,0.128,1
thehargz,food,0.042,0
wonders_of_kerala,food,0.034,1
adelaideloves,food,0.029,0
theavan,food,0.037,1
diandrazaki,food,0.031,1
iowagirleats,food,0.013,0
thisjenngirl,food,0.02,0
lecarnetdemc.ca,food,0.045,1
vilmanilsson,food,0.024,1
pastellpoesie,food,0.032,1
mar.la60,food,0.046,0
lovekarinamunoz,food,0.056,0
pierreblake,food,0.02,0
joansalgeblake,food,0.025,0
bavieradeborah,food,0.053,1
thecelebrationshoppe,food,0.014,0
jessicasjungle,food,0.028,1
trysmallthings,food,0.047,0
voguishsoul,food,0.043,1
delinger_wellness,food,0.067,0
lardacleise,food,0.064,0
zac_young,food,0.101,0
sofestive,food,0.04,0
dangerouscupcakelifestyle,food,0.116,1
theswanksocial,food,0.114,0
annassjostrom,food,0.022,1
vickiima,food,0.058,0
mori_nori_,food,0.011,1
maddietsang,food,0.025,1
annayanta,food,0.056,0
blackconfetti,food,0.011,1
sashanic72,food,0.022,0
anastasia.zampounidis,food,0.012,0
magnum,food,0.066,0
atl_whiskey,food,0.061,1
arlu_,food,0.049,1
serenityyou,food,0.059,1
shutthekaleup,food,0.054,1
jensjuicyveggies,food,0.067,1
marian.alamo,food,0.033,0
jjoy_hoony,food,0.034,0
glutenfreefi,food,0.015,1
thehookandtale,food,0.027,1
lasrecetasdelaura,food,0.022,0
niranitikan,food,0.037,0
ipourreallywell,food,0.056,0
soup_opera,food,0.042,1
thebloomly,food,0.031,0
amelietauziede,food,0.073,0
irinacordeirochef,food,0.024,0
coffeeandcardio,food,0.092,0
lalessiuccia,food,0.12,0
themamasorority,food,0.022,0
laurenmagenta,food,0.044,1
ledaboss,food,0.067,0
enni_dii,food,0.035,1
sunnysweetdays,food,0.011,0
natashakallehave,food,0.033,1
mindandseed,food,0.061,0
karaspartyideas,food,0.065,1
luamarchi,food,0.053,0
annapetrow,food,0.065,0
mayachehade,food,0.033,0
brayanmess,food,0.07,0
tarahantske,food,0.031,0
weinistliebe,food,0.058,0
lacopinekitchen,food,0.064,1
thefreakytable,food,0.019,1
darlinggreenthings,food,0.031,0
eattravelnlife,food,0.035,0
yeah.lifestyle,food,0.056,0
chefdphillips,food,0.044,0
ccarroll95,food,0.033,0
ococo_eu,food,0.06,1
aturtleslifeforme,food,0.014,0
rachaelwong,food,0.022,1
thefoodgrinder,food,0.032,0
thewatersidehotel,food,0.038,1
fairytalefoodie,food,0.021,0
pathology_2000iran,food,0.036,1
cathykhu,food,0.032,1
myhotsouthernmess,food,0.032,1
_julienlacroix,food,0.056,1
romylo70,food,0.02,1
harrietheath_,food,0.065,1
leiadivva,food,0.061,0
vickiehowell,food,0.048,0
momknowsbest15,food,0.068,0
thejennchen,food,0.013,0
jordandamico,food,0.07,0
jazzycho,food,0.065,0
disvmickey,food,0.011,1
foodielovesfitness,food,0.064,1
charlottekpunkt,food,0.05,0
foldedpagesdistillery,food,0.129,0
themiscellanista,food,0.036,1
ifthecookiefits,food,0.054,1
maayan.zilberman,food,0.018,1
amongtheyoungs,food,0.012,0
tallulahalexandra,food,0.025,1
rousse_folie,food,0.103,0
tifamystique,food,0.07,1
wereparents,food,0.056,0
moeh_esse,food,0.042,0
thecakecuppery,food,0.03,0
brndte,food,0.035,1
eviebookish,food,0.101,0
fattyboomtatty,food,0.05,1
ffashionfocus,food,0.042,1
schmale_schulter,food,0.059,0
anightowlblog,food,0.057,1
rosalynndaniels,food,0.034,0
ma7ad.sharate,food,0.036,0
sportyspoice,food,0.056,0
mygirlishwhims,food,0.045,0
dear.lorrie,food,0.052,0
nothankstocake,food,0.03,1
hyun_jung__lee,food,0.036,1
amy_jimin2,food,0.026,1
thesaltycanary,food,0.028,1
truipappens,food,0.018,1
amicihome,food,0.104,0
shona_vertue,food,0.064,0
beforeandbetter,food,0.055,0
giorgette_p,food,0.064,1
evelovelle,food,0.027,0
naturabellezza,food,0.032,1
kmeyersemery,food,0.04,1
nawalizaman,food,0.057,0
wisconsinmommy,food,0.05,0
bjsjhses,food,0.068,0
sarahtribett,food,0.036,0
lavivienyc,food,0.046,0
cowboykentrollins,food,0.055,1
amsterdamcityguide,food,0.089,1
dihickmanyoga,food,0.031,0
justtututiny,food,0.061,0
theguywiththebook,food,0.043,1
shinobree,food,0.049,1
mrsgasky,food,0.032,0
marisamller,food,0.036,1
jenniferperkins,food,0.051,0
feast_on,food,0.048,0
fantabulosity_blog,food,0.043,1
diarymamacom,food,0.126,0
amandanourish,food,0.048,0
urban_milan,food,0.035,1
barb_webb,food,0.057,1
positivityna,food,0.065,0
eclectic_mommy,food,0.061,0
unefilleenprovence,food,0.016,1
yewwooi,food,0.053,0
timeoutbangkok,food,0.14,1
hoflandinspired,food,0.015,0
meltemscom,food,0.031,1
sparkling_sus_,food,0.022,1
614magazine,food,0.038,0
stephanie_grondin,food,0.012,0
natalielovesbeauty,food,0.018,0
thingsshesays_,food,0.031,0
mdub70deuce,food,0.036,0
howyouglow,food,0.041,0
choicindy7,food,0.019,1
the.life.of.laura,food,0.062,1
jusubar,food,0.03,1
jungeun5869,food,0.024,1
drinkingwithchickens,food,0.068,1
officialpureprotein,food,0.06,0
ratilekalakala,food,0.036,0
samanne.fit,food,0.058,0
franklyentertaining,food,0.025,0
tiarastantrums,food,0.011,1
sliceofpai,food,0.033,1
domesticallyblissful,food,0.026,0
valefillion,food,0.028,0
overthebigmoon,food,0.011,0
shannoncarino,food,0.131,0
rachelquenzer,food,0.041,1
wellbysamantha,food,0.055,0
vivre_healthy,food,0.028,0
hotmamanthecity,food,0.034,0
sarahsandhoej,food,0.029,0
doughmesstic,food,0.039,1
sodapopp,food,0.065,0
travelwinedine,food,0.044,0
flyingcouponer,food,0.053,1
libbylivingcolorfully,food,0.047,0
thetummydiaries,food,0.02,0
byjoliepagaille,food,0.014,1
vais4bloggers,food,0.036,0
paulineenawin,food,0.036,0
cesarsjourney,food,0.028,0
the_vintage_palace,food,0.063,1
erikagentille,food,0.06,0
fitology_uk,food,0.091,1
illustrated.dee,food,0.067,1
twylajericho,food,0.048,0
evita424,food,0.067,1
fierstykiersty,food,0.012,1
houseofhawthornes,food,0.048,1
tootallfritz,food,0.014,0
myprettybrown,food,0.033,0
dejashuu,food,0.017,1
melly.woo,food,0.139,0
breshell,food,0.036,1
poutpretty,food,0.067,1
tartofraises,food,0.052,0
cookingkt,food,0.068,0
seemarajramanuj,food,0.017,1
empuskaa,food,0.067,1
fanaticbeer,food,0.078,1
partywithlenzo,food,0.012,1
anniereeves,food,0.011,0
gi_raimo,food,0.068,1
lauraslittleparty,food,0.027,1
kevingbender,food,0.059,0
the_preppytraveler,food,0.065,0
ezgipolat,food,0.063,0
hustle_and_brussel,food,0.032,1
tabataromeroo,food,0.022,0
cherryberrylifestyle,food,0.039,0
simplybeyoutified,food,0.019,1
apriljharris,food,0.057,1
viktorija_andriukaitiene,food,0.05,1
jhtatroe,food,0.059,1
prolon.italia,food,0.059,0
heeyitsrosiee,food,0.054,0
sundaysuppers,food,0.069,0
martasimonet,food,0.033,0
vbinthecity,food,0.06,1
danam_70,food,0.018,1
pagesandcup,food,0.011,1
bjukitchen,food,0.138,1
solefoodfarms,food,0.014,0
gasztro_pr,food,0.049,1
taimalfalasi,food,0.057,0
aboutgarden,food,0.064,1
officialmelrose,food,0.041,0
elevatesport,food,0.018,0
jjoggomi_ria,food,0.018,1
nobread,food,0.122,0
